Respondent ID,Please select your gender ,Kindly select your age group,Please select your local business unit,"Overall, how do you rate the state of your mental well-being?",Please reflect on the mental wellness related issues listed below and select all the areas you would like us to address in our regular sessions.,Mental wellness issues requested to address - Emotional intelligence,Mental wellness issues requested to address - Financial constraints,Mental wellness issues requested to address - Trauma,Mental wellness issues requested to address - Work Life Balance,Mental wellness issues requested to address - Substance and Drug Dependence,Mental wellness issues requested to address - Bereavement and Loss,Mental wellness issues requested to address - Relationship Difficulties,Mental wellness issues requested to address - Unresolved Childhood Difficulties,Mental wellness issues requested to address - Anxiety and Depression,Mental wellness issues requested to address - Other (please specify),What challenges are you currently facing?  ,Current challenges facing employees - Fear of the unknown,Current challenges facing employees - Anxiety,Current challenges facing employees - Feeling overwhelmed and isolated,Current challenges facing employees - Fear of contracting Covid-19,Current challenges facing employees - Financial issues,Current challenges facing employees - Relationship issues,Current challenges facing employees - Fear of losing my job,Current challenges facing employees - Parenting,Current challenges facing employees - Other (please specify),"Over the last month, have you had difficulty sleeping?",Do you have trouble thinking clearly?,Do you cry more than usual?,Do you find it difficult to enjoy your daily activities?,Do you find it difficult to make decisions?,Are you unable to play a useful part in life?,Have you lost interest in things you previously enjoyed doing?,"To what extent do you agree with the following statement ""I feel I have nothing to look forward to""",Has the thought of ending your life been on your mind?,Do you feel tired all the time?,On what areas would you require support on?,Would you like us to connect you and/or your dependents with our professional counselors for support?  
118021918678.0,Female,25-34,PAUL,Poor,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,Financial issues,,,Parenting,,Yes,Yes,Yes,Sometimes,Yes,Sometimes,Yes,Disagree,No,Sometimes,Emotional well being and how to handle stress and fear of the un known,Yes
118021918010.0,Female,25-34,PLAZ,Fair,Work/job related stressors,,,,Work Life Balance,,,Relationship Difficulties,,,,Work life balance,Fear of the unknown,,,,,Relationship issues,,Parenting,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,Maybe,Disagree,No,Sometimes,,No
118021916624.0,Female,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,,,,Financial issues,,,Parenting,,No,Maybe,No,Sometimes,Sometimes,No,Yes,Strongly disagree,No,Sometimes,Mentorship,Yes
118021916514.0,Male,25-34,PLAZ,Fair,,,,,,,,,,Anxiety and Depression,,,,,,,,Relationship issues,,,,No,No,No,No,No,No,No,Strongly disagree,No,Sometimes,,No
118021915921.0,Male,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,Relationship Difficulties,,,,Work life balance,Fear of the unknown,,,,,,,,,Yes,No,No,No,No,No,Yes,Strongly disagree,No,Sometimes,Work life balance,No
118021915227.0,Female,25-34,PAUL,Fair,,,,,Work Life Balance,,,,,Anxiety and Depression,,,Fear of the unknown,Anxiety,,,,,,,,Yes,No,No,Sometimes,Sometimes,Sometimes,Maybe,Disagree,No,Sometimes,,No
118021911706.0,Male,25-34,PAUL,Good,,,,,Work Life Balance,,,,,Anxiety and Depression,,,,,,,Financial issues,,,,,No,Maybe,No,Sometimes,Sometimes,No,No,Disagree,No,Sometimes,,No
118021909978.0,Male,25-34,PPMZ,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,,,,,,No,No,No,Sometimes,Yes,Sometimes,No,Disagree,No,Yes,Decision Making,Yes
118021905739.0,Female,35-44,PLAZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,,,,Financial issues,,,,,No,No,No,Sometimes,Sometimes,Sometimes,No,Disagree,No,Sometimes,work life blend,No
118021904794.0,Male,35-44,PLAZ,Good,Work/job related stressors,,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,,,,Parenting,,No,No,No,Sometimes,Sometimes,No,No,Disagree,No,Sometimes,Balancing my time to do things i like away from work related things,No
118021903437.0,Male,25-34,PLAZ,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,Anxiety,,,,Relationship issues,,Parenting,,No,Maybe,No,Sometimes,Sometimes,No,Maybe,Disagree,No,Sometimes,Helping teams vote through difficult times ,No
118021897223.0,Female,35-44,PLAZ,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,,,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,,Parenting,,Yes,Maybe,Yes,No,,Sometimes,Maybe,Disagree,No,Yes,Work life balance,Yes
118021602596.0,Male,35-44,PASL,Fair,Work/job related stressors,Emotional intelligence,,,,,,,,Anxiety and Depression,,,,Anxiety,Feeling overwhelmed and isolated,,,,,,,Yes,No,No,Yes,No,No,Yes,Disagree,No,Yes,Sleep and anxiety ,No
118021547213.0,Male,35-44,PASL,Fair,Work/job related stressors,,,,Work Life Balance,,,,,,,Work life balance,,,Feeling overwhelmed and isolated,,,,,,,Yes,Maybe,No,No,No,No,No,Strongly disagree,No,No,,Yes
118021535395.0,Male,35-44,PASL,Excellent,Work/job related stressors,,,,Work Life Balance,,Bereavement and Loss,,,,,,Fear of the unknown,,,,,,,,,No,No,No,No,No,No,No,Strongly disagree,No,No,,No
118021511114.0,Male,35-44,PASL,Fair,Work/job related stressors,,,,Work Life Balance,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,,,,,,Yes,Maybe,No,Sometimes,Sometimes,No,Yes,Neutral,No,No,Managing stress,No
118021314306.0,Female,35-44,PASL,Excellent,Work/job related stressors,,,,,,,,,,,,Fear of the unknown,,,,,,,,,Yes,No,No,Sometimes,No,No,No,Strongly disagree,No,Sometimes,,No
118021313866.0,Male,35-44,PASL,Excellent,Work/job related stressors,,Financial constraints,Trauma,,,,Relationship Difficulties,,Anxiety and Depression,,,Fear of the unknown,,Feeling overwhelmed and isolated,Fear of contracting Covid-19,,,,,,Yes,No,No,No,Sometimes,No,Yes,Neutral,No,Sometimes,,No
118021312240.0,Male,35-44,PASL,Excellent,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,Fear of contracting Covid-19,Financial issues,,Fear of losing my job,,,Yes,Maybe,No,Sometimes,No,Sometimes,Maybe,Strongly disagree,No,Sometimes,Work life balance,No
118021308693.0,Male,35-44,PASL,Fair,Work/job related stressors,,,,Work Life Balance,,,,,,,Work life balance,,,Feeling overwhelmed and isolated,,,,,,,Yes,Maybe,No,No,No,No,No,Strongly disagree,No,No,,Yes
118021240753.0,Female,25-34,PAUL,Very Poor,,,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,,,Anxiety,,,Financial issues,Relationship issues,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Agree,Yes,Yes,Financial Support,Yes
118021226193.0,Male,45-54,PLAK,Good,Work/job related stressors,,,,Work Life Balance,,,,,,,Work life balance,,,,,,,,,,Yes,No,No,Sometimes,No,Sometimes,No,Disagree,No,Sometimes,Job related stress,No
118021209494.0,Male,25-34,PAUL,Good,,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,,,Financial issues,,,,,No,No,No,No,No,Yes,No,Strongly agree,No,No,,No
118021179335.0,Male,25-34,PAUL,Good,,,Financial constraints,,,,,,,,,,,,,,Financial issues,,,,,Yes,No,No,Sometimes,No,No,No,Disagree,No,Sometimes,Financial Areas,Yes
118021116108.0,Female,35-44,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,Fear of contracting Covid-19,Financial issues,,Fear of losing my job,Parenting,,Yes,No,No,Sometimes,Sometimes,Sometimes,No,Strongly disagree,No,Sometimes,I want salary increament,No
118021112420.0,Female,35-44,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,Fear of contracting Covid-19,Financial issues,,Fear of losing my job,Parenting,,Yes,No,No,Sometimes,Sometimes,Sometimes,No,Strongly disagree,No,Sometimes,I want salary increament,No
118021101643.0,Female,25-34,PAUL,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,Fear of contracting Covid-19,Financial issues,Relationship issues,Fear of losing my job,Parenting,,Yes,Maybe,No,Yes,Sometimes,Sometimes,Yes,Neutral,No,Yes,Work life balance,Yes
118021093722.0,Male,35-44,PASL,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,Chronic illness of a loved one,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,,Fear of losing my job,,,Yes,Yes,No,Yes,Sometimes,No,Yes,Disagree,No,Sometimes,Coping mechanisms,No
118021091341.0,Female,25-34,PLAZ,Poor,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,Yes,Yes,Sometimes,Yes,Sometimes,Yes,Strongly agree,No,Yes,,Yes
118021080001.0,Male,25-34,PLAK,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,,,,,,,Anxiety,,,Financial issues,,,,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,Yes,Disagree,No,No,EMOTIONAL INTELLIGENCE,No
118021050309.0,Female,25-34,PAUL,Poor,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,Financial issues,,Fear of losing my job,,,Yes,Yes,Yes,Sometimes,Sometimes,Sometimes,Yes,Neutral,No,Sometimes,Mind order/Habit creation(having a proper life routine that will help me go on with my life.),Yes
118021048196.0,Female,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,,,,,,,,,,,,,Financial issues,,,,,No,Yes,Yes,Sometimes,Yes,Sometimes,No,Neutral,Yes,Sometimes,Financial skills ,No
118021037354.0,Female,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,Fear of contracting Covid-19,Financial issues,Relationship issues,Fear of losing my job,Parenting,,No,Maybe,No,Sometimes,Sometimes,Sometimes,Maybe,Strongly disagree,No,Sometimes,BAD BOSSES,Yes
118021037055.0,Male,45-54,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,,,,,,,,,No,No,No,Sometimes,Sometimes,No,No,Strongly disagree,No,Sometimes,"Managing work, there can be so much to do most times",No
118021035314.0,Female,25-34,PAUL,Good,,,,,,,,Relationship Difficulties,,,,,,,,,Financial issues,,,Parenting,,No,Yes,No,No,No,Sometimes,Yes,Disagree,No,Sometimes,Finacial issue,Yes
118021032576.0,Male,25-34,PAUL,Fair,,,Financial constraints,,Work Life Balance,,,Relationship Difficulties,Unresolved Childhood Difficulties,,,,,,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Agree,No,Yes,Financial,No
118021031893.0,Female,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,Financial issues,,,,,No,Maybe,No,Sometimes,Sometimes,Sometimes,No,Strongly disagree,No,No,Finances,No
118021031636.0,Female,25-34,PAUL,Good,,,,,,,,Relationship Difficulties,,,,,,,,,Financial issues,,,Parenting,,No,Yes,No,No,No,Sometimes,Yes,Disagree,No,Sometimes,Finacial issue,Yes
118021031284.0,Male,25-34,PAUL,Good,,,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,,,,,,No,No,No,Yes,Sometimes,Yes,Yes,Disagree,No,Sometimes,,No
118021031122.0,Male,25-34,PAUL,Good,,,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,,,,,,No,No,No,Yes,Sometimes,Yes,Yes,Disagree,No,Sometimes,Work-Life balance,No
118021030059.0,Male,25-34,PAUL,Good,,,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,,,,,,No,Maybe,No,Sometimes,No,No,Yes,Disagree,No,Sometimes,Work-Life balance,No
118021027025.0,Male,25-34,PAUL,Good,,,,,Work Life Balance,,,,,,,Work life balance,Fear of the unknown,,,,,,,,,Yes,Maybe,No,Yes,Yes,Sometimes,Yes,Strongly disagree,No,Sometimes,work life balance ,No
118021022735.0,Female,25-34,PAUL,Good,,Emotional intelligence,Financial constraints,,,,,Relationship Difficulties,,Anxiety and Depression,Marriage,,,Anxiety,Feeling overwhelmed and isolated,,,,Fear of losing my job,,self esteem,No,Yes,Yes,No,No,No,Yes,Strongly disagree,No,No,self esteem,Yes
118021022622.0,Male,25-34,PAUL,Fair,,,,,,,,,,,,,,Anxiety,,,,,,,,Yes,No,No,No,No,No,Yes,Agree,No,Sometimes,,No
118021022614.0,Male,25-34,PAUL,Very Poor,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,,,,,,Financial issues,,,,,Yes,Maybe,No,Yes,No,Yes,Yes,Agree,No,Yes,How to manage my expectations,Yes
118021019366.0,Female,25-34,PAUL,Excellent,Work/job related stressors,,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,,,,,Anxiety,,,Financial issues,Relationship issues,,,,No,No,No,Sometimes,Sometimes,Sometimes,No,Agree,,Sometimes,financial literacy,No
118021019338.0,Male,35-44,PAUL,Good,,,Financial constraints,,,,,,,,,,,,,,Financial issues,,,,,No,No,No,No,No,No,No,Disagree,No,No,"Support on how i can control to not get diseases such as Hypertension, Diabetes. generally how to keep healthy",Yes
118021019195.0,Female,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,,Relationship issues,,,,No,No,No,Sometimes,Sometimes,No,Yes,Disagree,No,Sometimes,Stress management,No
118021007663.0,Female,18-24,PLAK,Good,,Emotional intelligence,,,,,Bereavement and Loss,,Unresolved Childhood Difficulties,Anxiety and Depression,,,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,,,,,,No,Maybe,No,No,No,Sometimes,No,Disagree,No,No,,Yes
118020992958.0,Male,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,Anxiety and Depression,"As a supervior/manager, how do I Support Employees with mental issues.. How to deal with a difficult manager/supervisor",Work life balance,,Anxiety,,,Financial issues,,Fear of losing my job,,Failures for other to understand my psychological stress.. How to deal with a difficult manager/supervisor,No,Maybe,No,Yes,Yes,Sometimes,Yes,Strongly disagree,No,Sometimes,Dealing with stressing manager/supervisor... Work/Life Balance,Yes
118020911998.0,Male,35-44,PAUL,Fair,,,,,Work Life Balance,,,,,,,,,,Feeling overwhelmed and isolated,,,,,,,Yes,Maybe,No,Sometimes,Sometimes,No,No,Disagree,No,No,Work life Balance,No
118020710929.0,Male,35-44,PLAK,Very Poor,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,,Relationship issues,,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strongly agree,No,Yes,Managing stress and anxiety,Yes
118020679950.0,Male,45-54,PLAZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,Fear of losing my job,Parenting,,Yes,No,No,Sometimes,No,No,No,Strongly disagree,No,No,Financials and work related stressors,Yes
118020667847.0,Female,25-34,PLAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Work life balance,
118020661773.0,Male,35-44,PLAZ,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,hiv,,Fear of the unknown,Anxiety,,,Financial issues,,Fear of losing my job,Parenting,,Yes,Maybe,No,Sometimes,Sometimes,No,Yes,Neutral,Yes,Yes,financial stress managemnt,No
118020655353.0,Female,25-34,PLAK,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,Bereavement and Loss,,,Anxiety and Depression,Physical fitness,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,Fear of contracting Covid-19,Financial issues,,,Parenting,,Yes,No,No,No,No,No,No,Disagree,No,Sometimes,Fitness centre sponsorship,No
118020638130.0,Female,25-34,PLAZ,Good,Work/job related stressors,Emotional intelligence,,,,,,,,,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,,,,Yes,No,No,Sometimes,No,No,No,Disagree,No,Sometimes,,No
118020604249.0,Female,35-44,PLAK,Good,Work/job related stressors,,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,,,,,,,,Yes,No,No,No,No,Yes,No,Disagree,No,Sometimes,Work load is sometimes overwhelming ,No
118020581895.0,Male,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,Financial issues,,,Parenting,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,Yes,Neutral,No,Sometimes,,Yes
118020580676.0,Male,25-34,PLAK,Good,,,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,No,No,Sometimes,Sometimes,No,No,Disagree,No,Sometimes,Stress management ,No
118020578409.0,Female,45-54,PLAK,Good,,,Financial constraints,,,,,,Unresolved Childhood Difficulties,,,,,,,,Financial issues,,,,,No,Yes,No,Sometimes,Sometimes,No,Yes,Disagree,No,Sometimes,,Yes
118020575946.0,Male,25-34,PAUL,Fair,Work/job related stressors,,,,,,,,,,,,,,Feeling overwhelmed and isolated,,,,,,,No,Maybe,No,Sometimes,Sometimes,Sometimes,Maybe,Disagree,No,Sometimes,"More rest required, increased capacity to the team.",No
118020574419.0,Female,35-44,PLAK,Poor,,,Financial constraints,,Work Life Balance,,,,,,,,Fear of the unknown,,,,,,Fear of losing my job,,,Yes,Maybe,Yes,Yes,Yes,Sometimes,Yes,Neutral,No,Sometimes,work life balance,Yes
118020554040.0,Female,35-44,PLAK,Good,Work/job related stressors,,,,,,,Relationship Difficulties,,Anxiety and Depression,,,,Anxiety,,,,,Fear of losing my job,,,Yes,Maybe,No,Sometimes,Sometimes,No,Maybe,Neutral,No,Sometimes,time management,Yes
118020550958.0,Female,35-44,PLAK,Very Poor,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,Financial issues,,,,,Yes,Maybe,No,Yes,Yes,Yes,Yes,Neutral,Yes,Yes,,No
118020533546.0,Female,35-44,PLAK,Fair,Work/job related stressors,,Financial constraints,,Work Life Balance,,Bereavement and Loss,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,,,Financial issues,,,,,No,Maybe,No,Sometimes,Sometimes,Sometimes,Maybe,Disagree,No,Sometimes,Work balance ,No
118020532024.0,Female,35-44,PLAK,Fair,Work/job related stressors,,Financial constraints,,Work Life Balance,,Bereavement and Loss,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,,,Financial issues,,,,,No,Maybe,No,Sometimes,Sometimes,Sometimes,Maybe,Disagree,No,Sometimes,Work balance ,No
118020496111.0,Female,45-54,PLAK,Poor,Work/job related stressors,,,,Work Life Balance,,Bereavement and Loss,Relationship Difficulties,,Anxiety and Depression,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,,,Fear of losing my job,Parenting,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,No,Disagree,No,Yes,Sleep,Yes
118020492013.0,Female,25-34,PLAK,Good,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,,Financial issues,Relationship issues,,,,Yes,Yes,No,Sometimes,Sometimes,No,No,Disagree,No,Sometimes,"Anxiety, fear of the unknown, and stress maintenance ",Yes
118020490102.0,Female,25-34,PLAK,Poor,Work/job related stressors,,Financial constraints,,Work Life Balance,,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,Anxiety,,,Financial issues,Relationship issues,,,,Yes,Maybe,Yes,Sometimes,Sometimes,Sometimes,Maybe,Agree,No,Yes,Relationship loss,Yes
118020457815.0,Male,25-34,PLAK,Poor,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,,,Work life balance,Fear of the unknown,,,,,,,,,Yes,Maybe,No,Sometimes,Yes,Sometimes,Yes,Agree,No,Sometimes,Emotional Intelligence & Work-Life Balance,Yes
118020456199.0,Female,55-64,PLAK,Good,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,,,,,Work life balance,,,,,Financial issues,,,,,No,No,No,Sometimes,No,Sometimes,No,Disagree,No,No,,No
118020427139.0,Male,25-34,PLAK,Good,,,,Trauma,Work Life Balance,,,Relationship Difficulties,,,,Work life balance,,Anxiety,Feeling overwhelmed and isolated,,,,,,,Yes,No,No,Yes,Sometimes,Sometimes,Maybe,Agree,No,Sometimes,Work/ Life Balance,No
118020392145.0,Female,35-44,PLAK,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,,Anxiety,,,,,Fear of losing my job,,,Yes,Maybe,No,Sometimes,Sometimes,Sometimes,Yes,Neutral,No,Yes,Job security and work life balance,No
118020378691.0,Female,35-44,PLAK,Good,Work/job related stressors,Emotional intelligence,,Trauma,Work Life Balance,,Bereavement and Loss,,,Anxiety and Depression,,,Fear of the unknown,Anxiety,,,,,,Parenting,,Yes,No,Yes,No,No,No,No,Strongly disagree,No,Sometimes,Longer maternity leave 😊,No
118020365246.0,Female,25-34,PLAZ,Fair,,,,,,,,,,Anxiety and Depression,,,,Anxiety,,,,,,,,Yes,Maybe,No,Sometimes,Sometimes,No,Yes,Disagree,No,No,working on my anxiety,No
118020365207.0,Male,25-34,PAUL,Fair,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,,,,,,Yes,Yes,No,No,No,No,Yes,Disagree,No,No,Work life balance,No
118020358817.0,Female,25-34,PAUL,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,Feeling overwhelmed and isolated,Fear of contracting Covid-19,Financial issues,Relationship issues,Fear of losing my job,Parenting,,No,No,No,No,Sometimes,,Yes,Strongly disagree,No,Sometimes,decision making,Yes
118020352515.0,Male,35-44,PAUL,Good,,Emotional intelligence,Financial constraints,,,,,,,,,Work life balance,,,,,Financial issues,,,,,No,No,No,Sometimes,Sometimes,Sometimes,No,Disagree,No,Sometimes,operational policies,No
118020348797.0,Male,25-34,PPMZ,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,,Fear of the unknown,Anxiety,,,Financial issues,,Fear of losing my job,,,Yes,Maybe,No,Sometimes,Sometimes,Yes,Maybe,Disagree,Yes,Sometimes,I don't have anything at the moment ,No
118020339531.0,Male,25-34,PLAZ,Good,,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,,,,,,Financial issues,,,,,Yes,Maybe,No,Yes,Sometimes,Sometimes,Maybe,Strongly disagree,No,Sometimes,FINANCES,No
118020337672.0,Female,25-34,PLAZ,Good,Work/job related stressors,Emotional intelligence,Financial constraints,Trauma,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,Fear of the unknown,,,,,,,,,Yes,No,No,No,Yes,No,Yes,Neutral,No,Sometimes,Decision making,No
118020336880.0,Male,35-44,PAUL,Good,,,Financial constraints,,,,,,,,,,,,,,Financial issues,,,,,No,No,No,No,No,No,No,Disagree,No,No,"Support on how i can control to not get diseases such as Hypertension, Diabetes. generally how to keep healthy",Yes
118020333935.0,Female,35-44,PAUL,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,,,Anxiety and Depression,,Work life balance,Fear of the unknown,,Feeling overwhelmed and isolated,,,,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Strongly agree,No,Yes,,Yes
118020329829.0,Female,35-44,PAUL,Fair,Work/job related stressors,,Financial constraints,,Work Life Balance,,,,Unresolved Childhood Difficulties,Anxiety and Depression,,Work life balance,,,Feeling overwhelmed and isolated,,Financial issues,,,,,No,Maybe,No,Yes,Sometimes,Sometimes,Yes,Agree,No,Yes,Financial management,No
118020326188.0,Female,25-34,PAUL,Fair,Work/job related stressors,,Financial constraints,,,,,,,,,Work life balance,,,,,Financial issues,,,,,Yes,Yes,No,Yes,Sometimes,Sometimes,Yes,Strongly agree,,Yes,I do not have a definite answer,No
118020315090.0,Female,35-44,PAUL,Excellent,Work/job related stressors,Emotional intelligence,Financial constraints,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,,Fear of the unknown,,,,,,,,,Yes,Maybe,Yes,Sometimes,No,No,,Agree,No,Sometimes,,No
118020314848.0,Female,25-34,PAUL,Good,Work/job related stressors,,,,,,,,,,Some workmates choose and pick who to respect. Its stressful when you have to be anxious to engage with them when you are the disrespected party.,,,,,,Financial issues,,,,,No,Maybe,No,Yes,Sometimes,Yes,Yes,Neutral,No,Yes,More salary,No
118020313970.0,Male,45-54,PASL,Fair,Work/job related stressors,Emotional intelligence,,,Work Life Balance,,,Relationship Difficulties,,Anxiety and Depression,,Work life balance,Fear of the unknown,Anxiety,,,,,Fear of losing my job,,,Yes,Yes,No,Sometimes,Sometimes,No,Yes,Neutral,No,Sometimes,"Managing anxiety, fear of the unknown, feeling inadequate/self doubt",No
118020310873.0,Female,25-34,PLAZ,Good,,Emotional intelligence,Financial constraints,,Work Life Balance,Substance and Drug Dependence,Bereavement and Loss,Relationship Difficulties,,Anxiety and Depression,,,Fear of the unknown,,,,,Relationship issues,,Parenting,,No,No,No,No,No,Yes,No,Strongly disagree,No,Sometimes,Parenting,No
