Respondent ID,Branch,Function,Consent for care call engagement,Please select your gender,Kindly select age group,"Are you aware of the current EWP, including health and wellness initiatives offered by the organization?",Did you participate in the wellness caravan during the wellness month?,"If No to Question 10, please state your reason for not participating","Reflecting on your experiences in 2025, which personal factors have affected your well-being? (Select all that apply.)",Personal Factors Affecting Wellbeing - Career/Education,Personal Factors Affecting Wellbeing - Work Stressors,Personal Factors Affecting Wellbeing - Work-Life Imbalance,Personal Factors Affecting Wellbeing - Gen-Z Protests,Personal Factors Affecting Wellbeing - Marital Issues,Personal Factors Affecting Wellbeing - Financial Challenges,Personal Factors Affecting Wellbeing - Relationship Difficulties,Personal Factors Affecting Wellbeing - Parenting Challenges,Personal Factors Affecting Wellbeing - Anxiety/Depression,Personal Factors Affecting Wellbeing - Traumatic Experiences,Personal Factors Affecting Wellbeing - Loss & Grief,Personal Factors Affecting Wellbeing - Alcohol/Dependency,Personal Factors Affecting Wellbeing - Chronic Diseases,Personal Factors Affecting Wellbeing - Other,"During the year 2025, have you accessed the Employee Assistance Program counselling services?","If No to Question 13, please state your reason for not participating","Based on the current economic developments, what financial empowerment programs would you like to be implemented in the EWP program?",Financial Empowerment - Debt Management,Financial Empowerment - Retirement Planning,Financial Empowerment - Investment,Financial Empowerment - Financial Planning,Financial Empowerment - Other,Which areas of mental health and wellbeing would you propose to be included in the wellness program to address your needs?,Mental Health/Wellbeing Focus - Lifestyle Diseases,Mental Health/Wellbeing Focus - Addiction/Stigma,Mental Health/Wellbeing Focus - Men/Women Forum,Mental Health/Wellbeing Focus - Relationships/Marriages,Mental Health/Wellbeing Focus - Parenting/Childcare,Mental Health/Wellbeing Focus - Awareness Sessions,Mental Health/Wellbeing Focus - Financial Literacy,Mental Health/Wellbeing Focus - Workplace Relationships,Mental Health/Wellbeing Focus - Teens Program,Mental Health/Wellbeing Focus - Other,What would you recommend to the organization to cultivate a healthy work environment that promotes maximum productivity? Please prioritize your suggestions:,"Embrace teamwork among colleagues through employee engagement forums/ sporting activities, team building","Initiate family visit days to the office- e.g., during customer service week…",Improve social support structures among employees/team members,State any other program…,I am interested in the Mental Health Peer Counselling Training Program,I am interested in being trained as a wellness champion,Did you participate in the 2024 survey?,"If you participated in the 2024 survey , what changes have you observed",Any suggestions to include in our next survey?
118963657231,Eastleigh Branch,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,Yes,WELL DETAILED,NONE
118964286076,Webyuye Branch,Customer Service,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,MANAGING WELL,Personal financial management,Debt management,,,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Important,,Yes,Yes,Yes,WELL DETAILED,NONE
118965971457,Kisii Branch,Teller/Cashier,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,Financial planning,,Anxiety/depression,Health and well-being including lifestyle diseases,,,,,,Money matters/Financial coaching and literacy sessions,,,,Important,Urgent,Important,Not Important.,,No,Yes,No,,None at the moment 
118965973736,Digo Road Branch,Teller/Cashier,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,Anxiety/depression,Health and well-being including lifestyle diseases,,Men Cave/Women Forum,,Parenting and childcare,,,,,,Important,Urgent,Not Important.,Urgent,,Yes,No,No,,None 
118965976471,Embu Branch,Teller/Cashier,Yes,Male,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,Debt management,,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Important,Important,Important,Important,,Yes,Yes,Yes, It's abit detailed ,Organise more of financial coaching or clinics to reach to more of other colleagues 
118965981683,"Parkside Tower ""A"" Branch",Teller/Cashier,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,None ,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Not Important.,Urgent,,No,No,Yes,Can't remember the last survey.,None at the moment 
118965985859,Diani Branch,Teller/Cashier,Yes,Female,45-54,Yes,No,She was held up at work ,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Marital issues,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,,Building healthy relationships/marriages,Parenting and childcare,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Important,Important,,No,Yes,Yes,She can't remember ,None at the moment 
118965988968,Kitengela Plaza Branch,Teller/Cashier,Yes,Female,45-54,Yes,No,She was unwell and was at  byhome,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Traumatic experiences,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,,,,,,,,,,,,,,,,,,,,,
118966988908,Queensway House,Lead Generator (LG),Yes,Female,25-34,Yes,Yes,,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,,,,,Investment,,,,Health and well-being including lifestyle diseases,,,,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,,,,,,,,,
118968527113,Digo Road Branch,Customer Service,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,FATIGUE,No,,Personal financial management,,,,,,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Not Important.,Important,,No,No,Yes,WELL DETAILED,NONE
118968524823,Lavington Branch,Retail,Yes,Male,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Yes,,,,,,,NONE,,,,,,,,,,,BURNOUT,Important,Urgent,Not Important.,Important,,No,No,No,WELL DETAILED,NONE
118968532286,Karen Branch Prestige,Customer Service,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,ALL ASPECT,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,No,No,Yes,NONE,NONE
118968533402,Absa Headquarters (KE),Operations,Yes,Female,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,Yes,ENGAGING,NONE
118968535116,Wote Branch,Operations,Yes,Male,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,Anxiety/depression,,,,,,,,,,,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118968540201,Garissa,Operations,Yes,Female,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,Yes,WELL DETAILED,NONE
118968545671,Bishops Gate,Collections,Yes,Male,45-54,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,Investment,,,,,,,,,,,,,SOCIAL MEDIA INFLUENCE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118968547855,Kakamega Branch,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,ALL ASPECT,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Urgent,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118968554667,Kisii Branch,Teller/Cashier,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,Yes,ENGAGING,NONE
118968656073,Nyali Branch,Customer Service,Yes,Female,25-34,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118968654448,Kerugoya Branch,Teller/Cashier,Yes,Female,35-44,Yes,No,Yet to start the process ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,,Financial planning,,,,,,,Parenting and childcare,Increased awareness sessions on mental health issues,,,Develop a Teens program on contemporary topics,,Important,Important,Urgent,Important,,No,Yes,No,,None at the moment 
118968561965,Kericho Branch,Operations,Yes,Female,25-34,Yes,No,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,Debt management,,,,,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,No,NONE,NONE
118968664007,Webyuye Branch,Operations,Yes,Female,35-44,Yes,Yes,,,"Personal challenges (career growth, education)",Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,No,No,NONE,NONE
118968664168,Nyeri Branch,Customer Service,Yes,Female,25-34,Yes,No,Yet to go for check up ,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Urgent,Important,Important,Important,,Yes,Yes,Yes,2025 questionnaire is more detailed ,None 
118968670222,Bishops Gate,Operations,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,NONE,Not Important.,Not Important.,Not Important.,Not Important.,,No,No,No,NONE,NONE
118968675952,Bishops Gate,PAYMENT,Yes,Male,35-44,Yes,No,HYBRID,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,Yes,No,Yes,ENGAGING,NONE
118968678239,Maua Branch,Customer Service,Yes,Female,45-54,Yes,No,Yet to participate ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Important,Important,Important,Urgent,,Yes,Yes,No,,No suggestions 
118968682216,Kitale Branch,Teller/Cashier,Yes,Male,35-44,Yes,No,Yet a participate ,,Not Selected,Not Selected,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,Anxiety/depression,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Important,,No,Yes,,,No suggestions 
118968691882,Ngong Branch,Operations,Yes,Female,35-44,Yes,No,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,HEALTH,No,,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118968693373,Muthaiga Branch,Customer Service,Yes,Female,35-44,Yes,No,She was on leave ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,Investment,,,,,,,,,,Money matters/Financial coaching and literacy sessions,,,,Urgent,Important,Important,Urgent,,Yes,Yes,Yes,Detailed survey ,No suggestions 
118968701029,River Road Branch Kianjoya Bulding,Business Banking,Yes,Male,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,,Important,Important,Not Important.,Important,,Yes,No,Yes,WELL DETAILED,NONE
118968699180,Eastleigh Branch,Teller/Cashier,Yes,Female,25-34,Yes,No,She's on leave ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,Financial planning,,Anxiety/depression,,,,Building healthy relationships/marriages,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,,Try to do carecalls twice a year or even quarterly 
118968706369,Nyeri Branch,Teller/Cashier,Yes,Male,25-34,Yes,No,Yet to participate ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,Financial planning,,Anxiety/depression,,,,,,,,,,,Urgent,Important,Important,Important,,Yes,Yes,No,,No suggestions 
118968717379,Two Rivers Mall Branch,Teller/Cashier,Yes,Female,25-34,Yes,No,She was held up at work ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,,,,Men Cave/Women Forum,,Parenting and childcare,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Important,Important,Important,,No,Yes,No,,
118968755407,Nakuru East Branch,Retail,Yes,Male,35-44,Yes,No,THE MEDICAL CAMP TOO LATE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,No,No,Yes,NONE,NONE
118968785865,Nakuru West Branch,Teller/Cashier,Yes,Male,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,,Personal financial management,,Retirement planning,,,,Anxiety/depression,,,Men Cave/Women Forum,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,The questions are more detailed ,None at the moment 
118968791352,Kikuyu Branch,Teller/Cashier,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,,,,,Building healthy relationships/marriages,,,,,,,Urgent,Urgent,Important,Important,,No,No,Yes,,No suggestions 
118968798628,Bishops Gate,Payment department ,Yes,Female,45-54,Yes,No,She's working from home ,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,,,,,,,,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,,,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,The questionnaire . Detailed and more ,No 
118968813979,Thika Branch,Teller/Cashier,Yes,Female,35-44,Yes,No,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Anxiety and depression,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,Financial planning,,,,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Urgent,Urgent,Important,Not Important.,,No,Yes,No,,None at the moment 
118968850503,Nkrumah Road Branch,Teller/Cashier,Yes,Male,25-34,Yes,Yes,,,Not Selected,Work- and work-related stressors,Work-life imbalance,Not Selected,Not Selected,Financial challenges,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,Investment,,,Anxiety/depression,,Dealing with addiction and related stigma,,Building healthy relationships/marriages,,Increased awareness sessions on mental health issues,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,,No suggestions 
118968875709,Airport ,Teller/Cashier,Yes,Female,45-54,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Marital issues,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,Retirement planning,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,,,Building healthy relationships/marriages,,,,"Building healthy relationships at work (colleagues, team leaders, managers)",,,Urgent,Urgent,Important,Important,,Yes,Yes,Yes,A big improvement ,None for now
118968930461,Absa Headquarters (KE),Collections,Yes,Female,35-44,Yes,No,Working from home ,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,Debt management,Retirement planning,Investment,,,Anxiety/depression,Health and well-being including lifestyle diseases,Dealing with addiction and related stigma,Men Cave/Women Forum,Building healthy relationships/marriages,Parenting and childcare,Increased awareness sessions on mental health issues,Money matters/Financial coaching and literacy sessions,"Building healthy relationships at work (colleagues, team leaders, managers)",Develop a Teens program on contemporary topics,,Important,Important,Important,Urgent,,Yes,Yes,Yes,It's abit detailed ,No suggestions 
118969333820,Queensway House,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Loss and Grief,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118968760283,Sarit Centre Prestige,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,NONE,Urgent,Urgent,Not Important.,Urgent,,No,No,Yes,NONE,NONE
118969342093,Sarit Centre Prestige,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,HEALTH,No,MANAGING WELL,,,,,,NONE,,Health and well-being including lifestyle diseases,,,,,,,,,,Important,Important,Not Important.,Important,,Yes,No,No,NONE,NONE
118969449102,Bishops Gate,Risk,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Urgent,Urgent,Not Important.,Important,,No,No,Yes,ENGAGING,NONE
118969456500,Eldoret Branch,Operations,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Urgent,Important,Not Important.,Important,,Yes,Yes,Yes,ENGAGING,NONE
118969455983,Lunga Lunga Square,Teller/Cashier,Yes,Female,35-44,Yes,No,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Important,Important,,No,No,Yes,ENGAGING,NONE
118969459376,Bishops Gate,Corporate Banking,Yes,Male,35-44,Yes,No,BUSY SCHEDULE,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Important,Important,,Yes,Yes,Yes,MORE ENGAGING,NONE
118969484262,Nakuru East Branch,Operations,Yes,Female,35-44,Yes,No,THE CARAVAN STARTED,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,Personal financial management,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,,Important,Important,Not Important.,Important,,No,No,Yes,GREAT ENGAGEMENT,NONE
118969486967,Bishops Gate,Risk,Yes,Male,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Traumatic experiences,Loss and Grief,Not Selected,Not Selected,Not Selected,Yes,,,,,,,NONE,,,,,,,,,,,LOSS AND GRIEF,Important,Important,Important,Important,,No,No,No,NONE,NONE
118969498577,Diani Branch,Teller/Cashier,Yes,Female,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,,Personal financial management,,,,,,,,,,,,,,,,WORK LIFE INTEGRATION,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118969501339,River Road Branch Kianjoya Bulding,Retail,Yes,Male,35-44,Yes,Yes,,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,,,,,,,,,,,,,Increased awareness sessions on mental health issues,,,,SOCIAL MEDIA INFLUENCE,Important,Important,Important,Important,,Yes,Yes,No,NONE,NONE
118969538106,Bishops Gate,Card Operations,Yes,Male,45-54,Yes,No,HYBRID,,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,"Chronic Diseases (nuclear family, parents, other extended family members",Not Selected,No,MANAGING WELL,,,Retirement planning,,,,,Health and well-being including lifestyle diseases,,,,,,,,,,Important,Important,Not Important.,Important,,Yes,Yes,Yes,SATISFACTORY QUESTIONS,NONE
118969540065,Bishops Gate,ACQUIRY,Yes,Female,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,Yes,ENGAGING,NONE
118969542231,Queensway House,Operations,Yes,Male,35-44,Yes,Yes,,,Not Selected,Work- and work-related stressors,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,NONE,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,No,No,No,NONE,NONE
118969543973,Kabarnet Branch,Customer Service,Yes,Male,35-44,Yes,Yes,,None of the above,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,No,MANAGING WELL,,,,,,NONE,,,,,,,,,,,NONE,Important,Important,Not Important.,Important,,Yes,Yes,Yes,NONE,NONE
